sentence	label
that tom tykwer , director of the resonant and sense-spinning run lola run , has turned out to be a one-trick pony 	0
buried , drowned and 	0
is entry number twenty the worst of the brosnan bunch 	0
will please eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man 	1
faithful 	1
for all its brilliant touches 	1
is n't very good 	0
enlivens this film 	1
carefully choreographed atrocities 	0
life affirming 	1
uses its pulpy core conceit 	0
that it 's hardly watchable 	0
, the eye candy here lacks considerable brio . 	1
achieving some honest insight into relationships 	1
innocent , childlike 	1
two tedious 	0
sustain interest for the full 90 minutes , especially with the weak payoff 	0
but its storytelling prowess and special effects are both listless . 	0
have made a great saturday night live sketch , but a great movie it is not 	0
kline 's superbly nuanced performance 	1
becomes a sermon for most of its running time 	0
than romantic 	1
high crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience . 	1
is refreshingly undogmatic about its characters . 	1
... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... 	0
a sense of good intentions derailed by a failure to seek and strike just the right tone 	0
be a bit of a cheat in the end 	0
return to never land is reliable 	1
walks a tricky tightrope between being wickedly funny and just plain wicked 	0
the marvelous first 101 minutes 	1
the death 	0
is the central flaw of the film 	1
sloppy , made-for-movie 	0
you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie . 	0
play like a milquetoast movie of the week blown up for the big screen 	0
is plastered with one hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults . 	0
is a towering siren . 	1
macaroni and cheese 	0
limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy 	0
the vital comic ingredient of the hilarious writer-director himself 	1
it 's a visual rorschach test and i must have failed 	1
there 's a clarity of purpose and even-handedness to the film 's direction 	1
a few nice twists in a standard plot and the charisma of hugh grant and sandra bullock 	1
bad direction 	0
give strong and convincing performances 	1
is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill 	0
enthrall 	1
scenic 	1
the cast ... keeps this pretty watchable , and casting mick jagger as director of the escort service was inspired 	1
made him bitter and less mature 	0
the satire is just too easy to be genuinely satisfying . 	0
funny situations and 	1
please fans of chris fuhrman 's posthumously published cult novel 	1
asks the question how much souvlaki can you take before indigestion sets in 	0
a film that plays things so nice 	1
land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place 	1
's just plain lurid 	0
commander-in-chief 	1
a movie comes along to remind us of how very bad a motion picture can truly be . 	0
our most flamboyant female comics 	1
its visual imagination is breathtaking 	1
malaise 	0
that never quite gel 	0
is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . 	0
celebrates the group 's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his ` angels of light 	1
it 's rare to find a film to which the adjective ` gentle ' applies 	0
intimate , unguarded moments 	1
a sick , twisted sort of way 	0
steve oedekerk is , alas , no woody allen . 	0
on action 	1
carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff 	0
, like max rothman 's future , does not work . 	0
wholly unconvincing 	0
of the problems with the film 	0
adultery 	0
pale , dark beauty 	1
a perfect family film to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year 	1
an important movie , or even a good one 	1
surprisingly faithful 	1
the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed . 	1
a series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story . 	1
ferrara 's best film in years . 	1
laugh-out-loud lines 	1
the cast members , who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent 	0
positive change 	1
amusing and unsettling 	1
the bourne identity should n't be half as entertaining as it is 	1
that parker displays in freshening the play 	1
perfect material 	1
amazingly 	1
does not rely on dumb gags , anatomical humor , or character cliches 	1
scooby doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation . 	0
holm does his sly , intricate magic 	1
a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth 	1
its utterly misplaced earnestness 	0
due to its rapid-fire delivery and enough inspired levity 	1
the movie 's ultimate point -- that everyone should be themselves -- is trite 	1
have a hard time sitting through this one 	0
simple , sweet and romantic comedy 	1
has been overexposed , redolent of a thousand cliches 	0
sensational true-crime 	1
rate annie 	1
her pure fantasy character , 	1
about bad cinema 	0
, the more you will probably like it . 	1
you reach the finale 	1
the most offensive thing about the movie is that hollywood expects people to pay to see it . 	0
banality and hypocrisy 	0
magnificent swooping aerial shots 	1
been perfect for an old `` twilight zone '' episode 	1
enough intelligence , wit or innovation on the screen to attract and sustain an older crowd 	1
what 's most offensive is n't the waste of a good cast , but 	0
disappointed in the relative modesty of a movie that sports a ` topless tutorial service 	0
a few good ideas 	0
not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions 	1
of faith in the future 	1
if the movie is more interested in entertaining itself than in amusing us 	0
satin rouge is not a new , or inventive , journey , 	0
off-puttingly 	1
funny , sexy , devastating and incurably romantic 	1
zero-dimensional , unlikable characters and hackneyed , threadbare comic setups 	0
knows its classical music 	1
family-friendly comedy 	1
best didacticism 	0
hilariously raunchy as south park 	1
it 's almost worth seeing because it 's so bad 	1
and adults will at least have a dream image of the west to savor whenever the film 's lamer instincts are in the saddle . 	0
on a true and historically significant story 	1
motivated by nothing 	0
's also somewhat clumsy 	0
itself -- as well its delightful cast -- 	1
... the story , like ravel 's bolero , builds to a crescendo that encompasses many more paths than we started with . 	1
